epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,3202.41,1.08167,0.83248,1.26594,0.86784,0.81756,0.84699,0.55889,1.22863,0.7254,1.40206,0.000832405,0.000832405,0.000832405
179,3220.28,1.07307,0.83086,1.2864,0.85401,0.81203,0.85403,0.56416,1.22182,0.73301,1.36313,0.000827689,0.000827689,0.000827689
180,3238.13,1.0536,0.81551,1.28218,0.86391,0.80827,0.86293,0.57135,1.19185,0.70694,1.35073,0.000822974,0.000822974,0.000822974
181,3255.97,1.07094,0.79065,1.25349,0.84776,0.80451,0.84051,0.56006,1.22529,0.74217,1.36486,0.000818259,0.000818259,0.000818259
182,3273.88,1.13153,0.86831,1.29721,0.85391,0.81529,0.8458,0.56869,1.21837,0.75219,1.34712,0.000813544,0.000813544,0.000813544
183,3291.78,1.07538,0.81145,1.24168,0.84583,0.83083,0.85423,0.56797,1.19326,0.76954,1.34583,0.000808828,0.000808828,0.000808828
184,3309.65,1.05682,0.80766,1.23355,0.8488,0.85084,0.8716,0.5835,1.15422,0.69013,1.31713,0.000804113,0.000804113,0.000804113
185,3327.54,1.04625,0.79422,1.26286,0.85914,0.81955,0.85644,0.56489,1.16,0.78864,1.31512,0.000799398,0.000799398,0.000799398
186,3345.42,1.03544,0.78858,1.21938,0.87879,0.83459,0.86989,0.57337,1.17979,0.68481,1.33377,0.000794683,0.000794683,0.000794683
187,3363.35,1.04845,0.77927,1.25488,0.89092,0.83241,0.86708,0.56776,1.19354,0.67035,1.36097,0.000789967,0.000789967,0.000789967
188,3381.32,1.05025,0.80868,1.24151,0.84787,0.77068,0.81073,0.53804,1.24004,0.90138,1.38732,0.000785252,0.000785252,0.000785252
189,3399.2,1.0421,0.84859,1.2691,0.90416,0.7594,0.82241,0.54422,1.21711,0.82972,1.36144,0.000780537,0.000780537,0.000780537
190,3417.04,0.99961,0.77291,1.22045,0.89768,0.7782,0.82647,0.562,1.18132,0.75172,1.35826,0.000775822,0.000775822,0.000775822
191,3434.94,1.07164,0.81577,1.28188,0.87791,0.81579,0.85491,0.57763,1.1789,0.69748,1.35675,0.000771107,0.000771107,0.000771107
192,3452.82,1.06762,0.76522,1.26063,0.8749,0.82515,0.86135,0.55576,1.30466,0.71021,1.42914,0.000766391,0.000766391,0.000766391
193,3470.73,1.07317,0.80159,1.2594,0.85038,0.84522,0.86788,0.56421,1.24939,0.69248,1.42294,0.000761676,0.000761676,0.000761676
194,3488.6,1.0337,0.78446,1.25591,0.86051,0.82606,0.85779,0.56481,1.21459,0.72296,1.37575,0.000756961,0.000756961,0.000756961
195,3506.5,0.97528,0.73719,1.18875,0.84159,0.87218,0.86674,0.56358,1.21402,0.6764,1.37814,0.000752246,0.000752246,0.000752246
196,3524.37,1.02626,0.73824,1.22461,0.87112,0.84586,0.86985,0.56573,1.20714,0.68695,1.36088,0.00074753,0.00074753,0.00074753
197,3542.25,1.0112,0.77931,1.2527,0.85617,0.82249,0.85714,0.56286,1.22311,0.71634,1.38151,0.000742815,0.000742815,0.000742815
198,3560.15,1.0647,0.79163,1.28089,0.86694,0.81656,0.84213,0.55187,1.22916,0.75693,1.37151,0.0007381,0.0007381,0.0007381
199,3578.01,0.9982,0.76208,1.23878,0.84727,0.83835,0.85327,0.55714,1.21548,0.75925,1.37159,0.000733385,0.000733385,0.000733385
200,3595.88,1.02727,0.79073,1.24763,0.84745,0.82707,0.85778,0.5576,1.25051,0.73994,1.38325,0.00072867,0.00072867,0.00072867
201,3613.81,1.04333,0.76395,1.23431,0.84612,0.83459,0.85205,0.5529,1.25871,0.73169,1.39332,0.000723954,0.000723954,0.000723954
202,3631.74,1.05771,0.77712,1.24928,0.83413,0.8588,0.84904,0.56845,1.19368,0.7268,1.35099,0.000719239,0.000719239,0.000719239
203,3649.61,0.99945,0.72817,1.20965,0.85583,0.82589,0.85244,0.57559,1.1769,0.69193,1.3253,0.000714524,0.000714524,0.000714524
204,3667.51,1.07557,0.80025,1.24607,0.91128,0.80068,0.87231,0.58085,1.16098,0.66665,1.31831,0.000709809,0.000709809,0.000709809
205,3685.38,0.99878,0.72554,1.19188,0.82916,0.8609,0.86996,0.57081,1.18585,0.65473,1.35721,0.000705093,0.000705093,0.000705093
206,3703.25,0.97697,0.7049,1.20538,0.85488,0.83804,0.87217,0.57511,1.19089,0.66627,1.36159,0.000700378,0.000700378,0.000700378
207,3721.15,1.01313,0.75125,1.22319,0.8852,0.8363,0.86788,0.57578,1.14898,0.75901,1.31764,0.000695663,0.000695663,0.000695663
208,3739.05,1.00902,0.72141,1.20939,0.88113,0.8304,0.86289,0.57832,1.1321,0.72418,1.30972,0.000690948,0.000690948,0.000690948
209,3756.94,0.97682,0.70333,1.19821,0.91601,0.7782,0.84603,0.5554,1.22537,0.94417,1.37899,0.000686232,0.000686232,0.000686232
210,3774.79,0.97491,0.72026,1.18788,0.89016,0.78947,0.85529,0.55845,1.21737,0.80923,1.38933,0.000681517,0.000681517,0.000681517
211,3792.68,1.00343,0.73274,1.22064,0.86691,0.81955,0.86275,0.56351,1.23373,0.7197,1.3865,0.000676802,0.000676802,0.000676802
212,3810.59,0.95651,0.71458,1.21497,0.85799,0.82707,0.86606,0.55614,1.24474,0.74722,1.39806,0.000672087,0.000672087,0.000672087
213,3828.45,1.0087,0.7564,1.23221,0.85535,0.82164,0.86262,0.56207,1.20696,0.73473,1.37422,0.000667372,0.000667372,0.000667372
214,3846.36,0.96136,0.71315,1.17209,0.85199,0.81567,0.85348,0.54436,1.27887,0.85532,1.41643,0.000662656,0.000662656,0.000662656
215,3864.29,1.0202,0.72386,1.22205,0.87183,0.80602,0.84578,0.54234,1.31893,0.96525,1.45733,0.000657941,0.000657941,0.000657941
216,3882.14,0.97708,0.70571,1.19227,0.89882,0.79699,0.85901,0.5729,1.20752,0.71134,1.37913,0.000653226,0.000653226,0.000653226
217,3900.02,0.97002,0.7572,1.20498,0.87874,0.81579,0.85426,0.57791,1.15612,0.74148,1.35173,0.000648511,0.000648511,0.000648511
218,3917.92,0.96513,0.72632,1.18814,0.88107,0.80827,0.85394,0.56247,1.20394,0.88646,1.38011,0.000643795,0.000643795,0.000643795
219,3935.77,0.92317,0.67084,1.1602,0.8948,0.79323,0.849,0.55699,1.2278,0.92412,1.38699,0.00063908,0.00063908,0.00063908
220,3953.66,0.93375,0.67115,1.18526,0.92572,0.78947,0.85089,0.56762,1.20232,0.75296,1.38983,0.000634365,0.000634365,0.000634365
221,3971.55,0.98821,0.73034,1.21244,0.85967,0.80075,0.84395,0.5587,1.20403,1.08643,1.38344,0.00062965,0.00062965,0.00062965
222,3989.42,0.95068,0.70476,1.19043,0.86752,0.80451,0.84737,0.54992,1.26805,1.08377,1.41535,0.000624934,0.000624934,0.000624934
223,4007.3,0.94297,0.68573,1.18609,0.84136,0.84074,0.86535,0.57372,1.17016,0.71427,1.35506,0.000620219,0.000620219,0.000620219
224,4025.18,0.95824,0.71995,1.19389,0.90891,0.83083,0.86657,0.56575,1.19684,0.77835,1.3645,0.000615504,0.000615504,0.000615504
225,4043.06,0.94229,0.70978,1.19477,0.90519,0.82331,0.86787,0.553,1.22374,0.70638,1.37017,0.000610789,0.000610789,0.000610789
226,4060.94,0.97995,0.70565,1.2039,0.84838,0.82894,0.85636,0.55295,1.25502,0.68484,1.37958,0.000606074,0.000606074,0.000606074
227,4078.81,0.974,0.73219,1.20053,0.88832,0.78947,0.86245,0.57679,1.22598,0.73005,1.37995,0.000601358,0.000601358,0.000601358
228,4096.7,0.93498,0.69388,1.15384,0.87905,0.81203,0.86205,0.55885,1.23534,0.71531,1.38805,0.000596643,0.000596643,0.000596643
229,4114.59,0.93642,0.67544,1.16684,0.86104,0.83083,0.85577,0.56361,1.2152,0.68684,1.38597,0.000591928,0.000591928,0.000591928
230,4132.47,0.91074,0.6828,1.16003,0.89895,0.80827,0.85236,0.55997,1.21612,0.69191,1.39044,0.000587213,0.000587213,0.000587213
231,4150.36,0.91495,0.67119,1.16254,0.87322,0.81955,0.8546,0.56277,1.20268,0.68956,1.37759,0.000582497,0.000582497,0.000582497
232,4168.22,0.92335,0.64503,1.1587,0.88275,0.81203,0.85043,0.5621,1.1896,0.68261,1.38904,0.000577782,0.000577782,0.000577782
233,4186.11,0.96461,0.72278,1.20761,0.89854,0.80827,0.86066,0.56003,1.23023,0.6915,1.40509,0.000573067,0.000573067,0.000573067
234,4203.99,0.89593,0.64407,1.13101,0.87043,0.81814,0.85861,0.57108,1.18878,0.69856,1.36912,0.000568352,0.000568352,0.000568352
235,4221.83,0.90752,0.67506,1.14179,0.81777,0.8797,0.86548,0.57148,1.17664,0.70299,1.34462,0.000563637,0.000563637,0.000563637
236,4239.71,0.89228,0.67246,1.15559,0.88555,0.81453,0.85902,0.5622,1.18256,0.69471,1.36515,0.000558921,0.000558921,0.000558921
237,4257.59,0.92596,0.6968,1.17905,0.85045,0.84211,0.86412,0.56983,1.17872,0.68011,1.3545,0.000554206,0.000554206,0.000554206
238,4275.44,0.95143,0.701,1.20664,0.82642,0.88004,0.86605,0.57879,1.17614,0.6986,1.33753,0.000549491,0.000549491,0.000549491
239,4293.3,0.86086,0.63441,1.1088,0.85181,0.80075,0.83639,0.56497,1.1751,0.75608,1.36542,0.000544776,0.000544776,0.000544776
240,4311.21,0.91596,0.65683,1.15106,0.8757,0.80827,0.85433,0.56444,1.1994,0.68997,1.35138,0.00054006,0.00054006,0.00054006
241,4329.13,0.93749,0.70435,1.17435,0.8316,0.87218,0.86567,0.58146,1.15386,0.66725,1.33343,0.000535345,0.000535345,0.000535345
242,4346.99,0.89585,0.64034,1.13074,0.86103,0.79323,0.83936,0.55867,1.21014,0.81754,1.36723,0.00053063,0.00053063,0.00053063
243,4364.88,0.9076,0.63083,1.16184,0.89477,0.81317,0.85056,0.558,1.20776,0.73097,1.37323,0.000525915,0.000525915,0.000525915
244,4382.74,0.87342,0.6334,1.13375,0.89665,0.80075,0.85179,0.56799,1.15962,0.747,1.36273,0.000521199,0.000521199,0.000521199
245,4400.61,0.91728,0.67191,1.15089,0.90034,0.8065,0.84856,0.55577,1.23336,0.85478,1.42265,0.000516484,0.000516484,0.000516484
246,4418.47,0.88204,0.63348,1.12952,0.88799,0.80451,0.85173,0.5636,1.22982,0.76389,1.39093,0.000511769,0.000511769,0.000511769
247,4436.33,0.93147,0.65638,1.16565,0.86295,0.81955,0.85367,0.55403,1.22163,0.73874,1.36901,0.000507054,0.000507054,0.000507054
248,4454.18,0.94788,0.71232,1.1825,0.8854,0.79323,0.84753,0.54948,1.23918,0.74167,1.38232,0.000502339,0.000502339,0.000502339
249,4472.09,0.89799,0.66717,1.16626,0.88257,0.80827,0.85508,0.57241,1.15799,0.67505,1.33627,0.000497623,0.000497623,0.000497623
250,4489.95,0.8734,0.63501,1.13828,0.88566,0.79699,0.84844,0.57897,1.11411,0.71331,1.32823,0.000492908,0.000492908,0.000492908
251,4507.82,0.88924,0.63382,1.13937,0.87091,0.80185,0.85545,0.5565,1.20731,0.7296,1.38678,0.000488193,0.000488193,0.000488193
252,4525.8,0.91705,0.69335,1.17716,0.87269,0.81927,0.8648,0.57608,1.19351,0.67168,1.39722,0.000483478,0.000483478,0.000483478
253,4543.68,0.87288,0.60835,1.1026,0.87782,0.80827,0.85478,0.57077,1.18148,0.69352,1.3881,0.000478762,0.000478762,0.000478762
254,4561.51,0.85908,0.62149,1.13029,0.85039,0.81203,0.85653,0.56495,1.19709,0.72457,1.3862,0.000474047,0.000474047,0.000474047
255,4579.38,0.83525,0.64185,1.14335,0.85427,0.80451,0.84992,0.58293,1.14938,0.69085,1.35287,0.000469332,0.000469332,0.000469332
256,4597.24,0.83369,0.59794,1.10512,0.89055,0.79699,0.84774,0.56429,1.17888,0.76688,1.38889,0.000464617,0.000464617,0.000464617
257,4615.12,0.88688,0.64196,1.13666,0.86408,0.80451,0.84404,0.55514,1.21981,0.83517,1.38674,0.000459901,0.000459901,0.000459901
258,4632.98,0.86875,0.65164,1.13419,0.83125,0.82463,0.8489,0.55669,1.21933,0.82884,1.39111,0.000455186,0.000455186,0.000455186
259,4650.88,0.86505,0.6373,1.12889,0.8829,0.79323,0.85753,0.57009,1.18682,0.70312,1.37781,0.000450471,0.000450471,0.000450471
260,4668.79,0.84495,0.62147,1.12214,0.82124,0.83459,0.85177,0.56586,1.16491,0.71248,1.36651,0.000445756,0.000445756,0.000445756
261,4686.64,0.83305,0.59687,1.11929,0.86004,0.80075,0.84562,0.55686,1.20331,0.77135,1.3984,0.000441041,0.000441041,0.000441041
262,4704.54,0.89934,0.6826,1.17305,0.81492,0.84586,0.8447,0.55925,1.23712,0.71143,1.42372,0.000436325,0.000436325,0.000436325
263,4722.42,0.83713,0.60353,1.11193,0.90333,0.80451,0.86104,0.57987,1.19111,0.66228,1.38106,0.00043161,0.00043161,0.00043161
264,4740.28,0.86973,0.65058,1.14109,0.88379,0.79699,0.85979,0.57687,1.17985,0.70894,1.3788,0.000426895,0.000426895,0.000426895
265,4758.16,0.81233,0.5878,1.09979,0.87282,0.82331,0.85648,0.57702,1.15339,0.70356,1.35363,0.00042218,0.00042218,0.00042218
266,4776.07,0.84298,0.60869,1.09888,0.88993,0.79699,0.84685,0.56251,1.19155,0.84286,1.37484,0.000417464,0.000417464,0.000417464
267,4793.91,0.84465,0.60826,1.12012,0.88269,0.78571,0.83525,0.56128,1.19011,0.80173,1.37867,0.000412749,0.000412749,0.000412749
268,4811.8,0.8027,0.58155,1.08503,0.8495,0.81047,0.83292,0.55643,1.20324,0.70821,1.39786,0.000408034,0.000408034,0.000408034
269,4829.67,0.84661,0.62238,1.12051,0.82824,0.83835,0.84366,0.56548,1.15615,0.72305,1.34993,0.000403319,0.000403319,0.000403319
