epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,45.316,1.77306,1.03359,1.1934,0.41556,0.51109,0.40175,0.16037,2.15935,1.82336,1.48602,0.00100851,0.00100851,0.00100851
20,47.6422,1.79089,1.04923,1.19149,0.47699,0.51083,0.49334,0.20195,1.94058,2.47923,1.40608,0.00102948,0.00102948,0.00102948
21,49.9127,1.73064,1.05774,1.18777,0.34819,0.70777,0.49888,0.2028,1.85167,1.89803,1.35514,0.00100687,0.00100687,0.00100687
22,52.1813,1.7019,1.00927,1.18457,0.42318,0.72773,0.48161,0.20443,1.87702,1.87017,1.36918,0.000973861,0.000973861,0.000973861
23,54.3727,1.69131,0.99363,1.16049,0.44912,0.72192,0.52119,0.22699,1.8778,1.85738,1.35212,0.000940855,0.000940855,0.000940855
24,56.6745,1.70045,1.01028,1.18512,0.39245,0.71099,0.55076,0.25487,1.85729,1.45217,1.31578,0.000907848,0.000907848,0.000907848
25,58.9493,1.675,0.99454,1.18244,0.56005,0.56449,0.62124,0.27842,1.86162,1.33236,1.32725,0.000874842,0.000874842,0.000874842
26,61.2452,1.72304,1.00631,1.17803,0.70848,0.661,0.665,0.29791,1.90821,1.3786,1.3529,0.000841835,0.000841835,0.000841835
27,63.7067,1.67145,0.95996,1.1809,0.59884,0.65623,0.59756,0.27893,1.88636,1.46566,1.33411,0.000808828,0.000808828,0.000808828
28,66.1181,1.64822,0.9555,1.1685,0.51322,0.69721,0.62833,0.31651,1.87415,1.2155,1.30816,0.000775822,0.000775822,0.000775822
29,68.5296,1.63238,0.91974,1.14945,0.55216,0.66907,0.62597,0.32276,1.8475,1.11915,1.29162,0.000742815,0.000742815,0.000742815
30,70.9435,1.67309,0.95047,1.16955,0.55767,0.6085,0.591,0.28609,1.87257,1.18608,1.29261,0.000709809,0.000709809,0.000709809
31,73.2912,1.64369,0.93363,1.15542,0.61647,0.7416,0.679,0.32348,1.84625,1.15013,1.30251,0.000676802,0.000676802,0.000676802
32,75.768,1.60562,0.89757,1.12512,0.66598,0.80232,0.74021,0.36312,1.86869,1.18114,1.29763,0.000643795,0.000643795,0.000643795
33,78.2027,1.5864,0.89357,1.12067,0.71906,0.75829,0.74287,0.37543,1.87488,1.20088,1.29359,0.000610789,0.000610789,0.000610789
34,80.6361,1.56303,0.8575,1.14117,0.62489,0.75548,0.69325,0.34801,1.88534,1.19134,1.28975,0.000577782,0.000577782,0.000577782
35,82.9896,1.54398,0.86061,1.10765,0.69816,0.65333,0.68623,0.36766,1.85704,1.14951,1.28249,0.000544776,0.000544776,0.000544776
36,85.3478,1.53259,0.851,1.11998,0.63762,0.75659,0.6976,0.40879,1.86064,1.10969,1.28058,0.000511769,0.000511769,0.000511769
37,87.8081,1.5332,0.826,1.09658,0.71082,0.77931,0.72177,0.41696,1.85946,1.09954,1.28965,0.000478762,0.000478762,0.000478762
38,90.2237,1.49658,0.82581,1.10497,0.72711,0.74421,0.71348,0.40504,1.86239,1.10126,1.2936,0.000445756,0.000445756,0.000445756
39,92.5746,1.52032,0.82047,1.13709,0.69412,0.74848,0.69301,0.37924,1.86958,1.06907,1.2985,0.000412749,0.000412749,0.000412749
40,94.7782,1.47454,0.81687,1.12003,0.6163,0.76586,0.71666,0.37996,1.87769,1.04764,1.29825,0.000379743,0.000379743,0.000379743
41,114.656,1.46609,0.84568,1.12934,0.67507,0.72238,0.70266,0.37045,1.87331,1.06497,1.29311,0.000346736,0.000346736,0.000346736
42,116.844,1.50863,0.82112,1.149,0.70477,0.69691,0.69143,0.38824,1.87841,1.03737,1.30306,0.000313729,0.000313729,0.000313729
43,118.991,1.50449,0.81755,1.17291,0.71309,0.7099,0.71975,0.40676,1.87177,1.01338,1.29489,0.000280723,0.000280723,0.000280723
44,121.199,1.46187,0.80384,1.11779,0.75215,0.72419,0.71959,0.38275,1.86725,0.9981,1.29314,0.000247716,0.000247716,0.000247716
45,123.351,1.42106,0.76308,1.14049,0.74662,0.74616,0.71733,0.38668,1.85567,1.01011,1.29359,0.00021471,0.00021471,0.00021471
46,125.486,1.40735,0.74949,1.10121,0.7434,0.75629,0.71777,0.39963,1.84885,1.02482,1.29506,0.000181703,0.000181703,0.000181703
47,127.607,1.3867,0.75049,1.10959,0.74058,0.7655,0.72141,0.39449,1.8562,1.02419,1.29866,0.000148696,0.000148696,0.000148696
48,129.768,1.40693,0.74024,1.11691,0.69927,0.72467,0.69423,0.38896,1.8578,1.00985,1.29695,0.00011569,0.00011569,0.00011569
49,131.887,1.38524,0.73022,1.11797,0.75431,0.64641,0.69147,0.3898,1.85657,1.00104,1.29669,8.26832e-05,8.26832e-05,8.26832e-05
50,134.016,1.3761,0.72971,1.08194,0.68789,0.77304,0.70647,0.38673,1.85124,0.99976,1.29312,4.96766e-05,4.96766e-05,4.96766e-05
